date,channel_grouping,year,month,sumOfLeads
2020-02-28,Organic Search,2020,2,218779.007047656
2020-02-28,Paid Search,2020,2,25763.386656462
2020-02-28,Referral,2020,2,18898.079388094
2020-02-28,Social,2020,2,1943.993982786
2020-02-29,,2020,2,422383.748467898
2020-02-29,(Other),2020,2,9619.94088968
2020-02-29,Direct,2020,2,80606.151066118
2020-02-29,Display,2020,2,1609.67754048
2020-02-29,Email,2020,2,82.54325206
2020-02-29,Organic Search,2020,2,171998.113090158
2020-02-29,Paid Search,2020,2,20409.893341962
2020-02-29,Referral,2020,2,14156.41309039
2020-02-29,Social,2020,2,1930.245367256
2020-03-01,,2020,3,434618.849129362
2020-03-01,(Other),2020,3,8591.540727368
2020-03-01,Direct,2020,3,77796.73077958
2020-03-01,Display,2020,3,1897.776822966
2020-03-01,Email,2020,3,29.780948462
2020-03-01,Organic Search,2020,3,175867.01584245
2020-03-01,Paid Search,2020,3,30521.224391634
2020-03-01,Referral,2020,3,14859.676883408
2020-03-01,Social,2020,3,2344.796507066
2020-03-02,,2020,3,471514.592880522
2020-03-02,(Other),2020,3,13036.700536364
2020-03-02,Direct,2020,3,114091.188799996
2020-03-02,Display,2020,3,2814.56240943
2020-03-02,Email,2020,3,55.439298176
2020-03-02,Organic Search,2020,3,249974.419517214
2020-03-02,Paid Search,2020,3,39441.782399188
2020-03-02,Referral,2020,3,25262.358974012
2020-03-02,Social,2020,3,5184.259293414
2020-03-03,,2020,3,466372.739695554
2020-03-03,(Other),2020,3,13755.11681063
2020-03-03,Direct,2020,3,111728.436486796
2020-03-03,Display,2020,3,3080.923406756
2020-03-03,Email,2020,3,168.609909106
2020-03-03,Organic Search,2020,3,255025.629834854
2020-03-03,Paid Search,2020,3,41911.144952128
2020-03-03,Referral,2020,3,24116.973589568
2020-03-03,Social,2020,3,2283.130032334
2020-03-04,,2020,3,460894.638796036
2020-03-04,(Other),2020,3,13186.048004116
2020-03-04,Direct,2020,3,108217.423663286
2020-03-04,Display,2020,3,3002.95422738
2020-03-04,Email,2020,3,40.38365732
2020-03-04,Organic Search,2020,3,255640.287664202
2020-03-04,Paid Search,2020,3,40755.376465352
2020-03-04,Referral,2020,3,24559.809267726
2020-03-04,Social,2020,3,3577.138762874
2020-03-05,,2020,3,455126.150036
2020-03-05,(Other),2020,3,11499.424953952
2020-03-05,Direct,2020,3,118007.426021708
2020-03-05,Display,2020,3,3740.962297314
2020-03-05,Email,2020,3,69.346151614
2020-03-05,Organic Search,2020,3,243969.961675432
2020-03-05,Paid Search,2020,3,42593.71037916
2020-03-05,Referral,2020,3,22663.648788082
2020-03-05,Social,2020,3,4084.432062982
2020-03-06,,2020,3,419453.75703181
2020-03-06,(Other),2020,3,12395.775067228
2020-03-06,Direct,2020,3,109528.171138166
2020-03-06,Display,2020,3,4468.098783334
2020-03-06,Email,2020,3,40.075419538
2020-03-06,Organic Search,2020,3,213119.88189433
2020-03-06,Paid Search,2020,3,36364.175481434
2020-03-06,Referral,2020,3,19911.37176968
2020-03-06,Social,2020,3,2095.33767672
2020-03-07,,2020,3,430901.085190964
2020-03-07,(Other),2020,3,8651.581540958
2020-03-07,Direct,2020,3,90654.69972813
2020-03-07,Display,2020,3,2759.322130514
2020-03-07,Email,2020,3,22.11830808
2020-03-07,Organic Search,2020,3,181248.845024098
2020-03-07,Paid Search,2020,3,33207.216969532
2020-03-07,Referral,2020,3,14913.703244356
2020-03-07,Social,2020,3,2210.79897452
2020-03-08,,2020,3,441848.37619997
2020-03-08,(Other),2020,3,8827.992398906
2020-03-08,Direct,2020,3,97065.021643332
2020-03-08,Display,2020,3,2736.020661842
2020-03-08,Email,2020,3,18.778816328
2020-03-08,Organic Search,2020,3,182129.564710142
2020-03-08,Paid Search,2020,3,32542.930471082
2020-03-08,Referral,2020,3,15163.27119125
2020-03-08,Social,2020,3,1631.29203254
2020-03-09,,2020,3,455603.754184316
2020-03-09,(Other),2020,3,14450.602645306
2020-03-09,Direct,2020,3,111961.739191172
2020-03-09,Display,2020,3,5199.602531498
2020-03-09,Email,2020,3,15.11241143
2020-03-09,Organic Search,2020,3,248277.075145026
2020-03-09,Paid Search,2020,3,41761.052669864
2020-03-09,Referral,2020,3,25367.820389054
2020-03-09,Social,2020,3,2503.678069696
2020-03-10,,2020,3,443663.58271124
2020-03-10,(Other),2020,3,13720.096955096
2020-03-10,Direct,2020,3,120194.083316586
2020-03-10,Display,2020,3,5211.572600438
2020-03-10,Email,2020,3,30.119017698
2020-03-10,Organic Search,2020,3,251250.395414352
2020-03-10,Paid Search,2020,3,38781.21736657
2020-03-10,Referral,2020,3,24399.098191946
2020-03-10,Social,2020,3,2900.834677548
2020-03-11,,2020,3,445778.34888142
2020-03-11,(Other),2020,3,13109.94917999
2020-03-11,Direct,2020,3,112245.980571048
2020-03-11,Display,2020,3,4281.399878012
2020-03-11,Email,2020,3,67.448591948
2020-03-11,Organic Search,2020,3,246871.652329218
2020-03-11,Paid Search,2020,3,38612.410710362
2020-03-11,Referral,2020,3,21890.34060131
2020-03-11,Social,2020,3,3051.766504252
2020-03-12,,2020,3,407669.349195568
2020-03-12,(Other),2020,3,13612.749723528
2020-03-12,Direct,2020,3,112047.987854418
2020-03-12,Display,2020,3,4702.040280386
2020-03-12,Email,2020,3,40.834976142
2020-03-12,Organic Search,2020,3,240999.873448066
2020-03-12,Paid Search,2020,3,36404.854593262
2020-03-12,Referral,2020,3,21556.001289802
2020-03-12,Social,2020,3,2788.962175362
2020-03-13,,2020,3,395054.72874801
2020-03-13,(Other),2020,3,12608.73076562
2020-03-13,Direct,2020,3,117434.144284812
2020-03-13,Display,2020,3,4182.470322784
2020-03-13,Email,2020,3,100.886081144
2020-03-13,Organic Search,2020,3,212579.984732874
2020-03-13,Paid Search,2020,3,33401.833633988
2020-03-13,Referral,2020,3,18943.883776058
2020-03-13,Social,2020,3,1859.172135556
2020-03-14,,2020,3,396202.61907694
2020-03-14,(Other),2020,3,9210.441495702
2020-03-14,Direct,2020,3,90179.03279482
2020-03-14,Display,2020,3,2341.804192156
2020-03-14,Email,2020,3,7.586998492
2020-03-14,Organic Search,2020,3,178649.40823388
2020-03-14,Paid Search,2020,3,30119.406548926
2020-03-14,Referral,2020,3,13189.471088388
2020-03-14,Social,2020,3,1662.31035988
2020-03-15,,2020,3,387889.69696437
2020-03-15,(Other),2020,3,8911.479550694
2020-03-15,Direct,2020,3,93655.598672892
2020-03-15,Display,2020,3,2625.081821578
2020-03-15,Email,2020,3,29.98935319
2020-03-15,Organic Search,2020,3,170098.075301474
2020-03-15,Paid Search,2020,3,31562.564496178
2020-03-15,Referral,2020,3,14080.336073804
2020-03-15,Social,2020,3,1840.520539406
2020-03-16,,2020,3,373849.23348568
2020-03-16,(Other),2020,3,10433.043139358
2020-03-16,Direct,2020,3,112362.280889504
2020-03-16,Display,2020,3,3869.228718534
2020-03-16,Email,2020,3,14.843025844
2020-03-16,Organic Search,2020,3,209198.979696702
2020-03-16,Paid Search,2020,3,34756.75868389
2020-03-16,Referral,2020,3,18932.542011572
2020-03-16,Social,2020,3,1722.634581382
2020-03-17,,2020,3,281391.245614584
2020-03-17,(Other),2020,3,6634.443890904
2020-03-17,Direct,2020,3,82117.574046168
2020-03-17,Display,2020,3,2400.638943926
2020-03-17,Email,2020,3,7.162014176
2020-03-17,Organic Search,2020,3,138787.548317924
2020-03-17,Paid Search,2020,3,30308.618248638
2020-03-17,Referral,2020,3,11814.199154724
2020-03-17,Social,2020,3,1024.21873237
2020-03-18,,2020,3,322644.339770356
2020-03-18,(Other),2020,3,7037.913420998
2020-03-18,Direct,2020,3,81836.711961774
2020-03-18,Display,2020,3,2726.69588134
2020-03-18,Email,2020,3,11.027658146
2020-03-18,Organic Search,2020,3,131304.189100892
2020-03-18,Paid Search,2020,3,29449.767917232
2020-03-18,Referral,2020,3,9373.590072616
2020-03-18,Social,2020,3,1164.40432985
2020-03-19,,2020,3,318909.690029074
2020-03-19,(Other),2020,3,6284.545192746
2020-03-19,Direct,2020,3,72005.985097554
2020-03-19,Display,2020,3,2630.712550854
2020-03-19,Email,2020,3,18.103450764
2020-03-19,Organic Search,2020,3,126029.00277755
2020-03-19,Paid Search,2020,3,28534.64816169
2020-03-19,Referral,2020,3,9329.61443368
2020-03-19,Social,2020,3,987.398644122
2020-03-20,,2020,3,310657.624002682
2020-03-20,(Other),2020,3,6380.86354146
2020-03-20,Direct,2020,3,76153.713922484
2020-03-20,Display,2020,3,2055.49860913
2020-03-20,Email,2020,3,18.69002179
2020-03-20,Organic Search,2020,3,128260.165929154
2020-03-20,Paid Search,2020,3,25434.53711271
2020-03-20,Referral,2020,3,8328.413347238
2020-03-20,Social,2020,3,1026.215081034
2020-03-21,,2020,3,294089.759764122
2020-03-21,(Other),2020,3,5936.677861178
2020-03-21,Direct,2020,3,71752.383018286
2020-03-21,Display,2020,3,2082.417646454
2020-03-21,Email,2020,3,14.365710164
2020-03-21,Organic Search,2020,3,112537.36310327
2020-03-21,Paid Search,2020,3,22142.62679622
2020-03-21,Referral,2020,3,7796.243342896
2020-03-21,Social,2020,3,1091.830307298
2020-03-22,,2020,3,284437.951042386
2020-03-22,(Other),2020,3,6366.57464306
2020-03-22,Direct,2020,3,68669.69451717
2020-03-22,Display,2020,3,2221.883839496
2020-03-22,Email,2020,3,3.72264237
2020-03-22,Organic Search,2020,3,109799.85880635
2020-03-22,Paid Search,2020,3,22386.678386852
2020-03-22,Referral,2020,3,6849.709713394
2020-03-22,Social,2020,3,918.802959334
2020-03-23,,2020,3,279099.567551022
2020-03-23,(Other),2020,3,6016.972015356
2020-03-23,Direct,2020,3,70432.71540772
2020-03-23,Display,2020,3,1955.55591628
2020-03-23,Email,2020,3,14.393368128
2020-03-23,Organic Search,2020,3,113583.978477454
2020-03-23,Paid Search,2020,3,21171.194718576
2020-03-23,Referral,2020,3,7375.30551666
2020-03-23,Social,2020,3,790.067853354
2020-03-24,,2020,3,273580.168924554
2020-03-24,(Other),2020,3,5925.139065216
2020-03-24,Direct,2020,3,77973.763945254
2020-03-24,Display,2020,3,1811.50103144
2020-03-24,Email,2020,3,3.79643508
2020-03-24,Organic Search,2020,3,112671.19999775
2020-03-24,Paid Search,2020,3,23413.928907866
2020-03-24,Referral,2020,3,7616.192110998
2020-03-24,Social,2020,3,732.656017936
2020-03-25,,2020,3,272026.595253174
2020-03-26,,2020,3,295743.447483886
2020-03-26,(Other),2020,3,4620.33103788
2020-03-26,Direct,2020,3,69647.198416284
2020-03-26,Display,2020,3,1508.959431094
2020-03-26,Organic Search,2020,3,108455.854921416
2020-03-26,Paid Search,2020,3,18487.941026902
2020-03-26,Referral,2020,3,7627.86539113
2020-03-26,Social,2020,3,983.505581258
2020-03-27,,2020,3,276270.57647631
2020-03-27,(Other),2020,3,4921.150883096
2020-03-27,Direct,2020,3,65808.030541388
2020-03-27,Display,2020,3,1372.042400602
2020-03-27,Email,2020,3,14.439729752
2020-03-27,Organic Search,2020,3,104112.411484558
2020-03-27,Paid Search,2020,3,18839.661563636
2020-03-27,Referral,2020,3,5884.539421536
2020-03-27,Social,2020,3,1963.654717002
2020-03-28,,2020,3,303389.819364154
2020-03-28,(Other),2020,3,4555.957949046
2020-03-28,Direct,2020,3,69852.267919282
2020-03-28,Display,2020,3,1685.50054416
2020-03-28,Email,2020,3,3.787546182
2020-03-28,Organic Search,2020,3,109342.841702204
2020-03-28,Paid Search,2020,3,22228.899372768
2020-03-28,Referral,2020,3,6176.556846954
2020-03-28,Social,2020,3,986.22301101
2020-03-29,,2020,3,317906.82813238
2020-03-29,(Other),2020,3,4829.556368512
2020-03-29,Direct,2020,3,67873.952863044
2020-03-29,Display,2020,3,1447.493808984
2020-03-29,Email,2020,3,33.781621294
2020-03-29,Organic Search,2020,3,112227.704728638
2020-03-29,Paid Search,2020,3,24388.362367676
2020-03-29,Referral,2020,3,6595.787332678
2020-03-29,Social,2020,3,3248.471251774
2020-03-30,,2020,3,316069.699251216
2020-03-30,(Other),2020,3,5150.842484882
2020-03-30,Direct,2020,3,65229.236300296
2020-03-30,Display,2020,3,1442.461862618
2020-03-30,Organic Search,2020,3,115791.54220496
2020-03-30,Paid Search,2020,3,19846.464006514
2020-03-30,Referral,2020,3,7089.112539776
2020-03-30,Social,2020,3,3123.0344295
2020-03-31,,2020,3,317380.659559008
2020-03-31,(Other),2020,3,4555.769063856
2020-03-31,Direct,2020,3,75178.226201794
2020-03-31,Display,2020,3,1593.740636154
2020-03-31,Email,2020,3,3.72264237
2020-03-31,Organic Search,2020,3,120173.20980441
2020-03-31,Paid Search,2020,3,18699.07974009
2020-03-31,Referral,2020,3,8373.581250218
2020-03-31,Social,2020,3,3248.097926108
2020-04-01,,2020,4,308820.882656236
2020-04-01,(Other),2020,4,5085.730501272
2020-04-01,Direct,2020,4,76110.341035968
2020-04-01,Display,2020,4,1626.105600238
2020-04-01,Email,2020,4,11.39835693
2020-04-01,Organic Search,2020,4,114908.071106908
2020-04-01,Paid Search,2020,4,21145.93032107
2020-04-01,Referral,2020,4,7306.523771434
2020-04-01,Social,2020,4,800.593530166
2020-04-02,,2020,4,310492.336044126
2020-04-02,(Other),2020,4,5072.725572204
2020-04-02,Direct,2020,4,78296.497883886
2020-04-02,Display,2020,4,1666.070130334
2020-04-02,Email,2020,4,21.953964566
2020-04-02,Organic Search,2020,4,114409.907011348
2020-04-02,Paid Search,2020,4,24519.860548038
2020-04-02,Referral,2020,4,8043.369594904
2020-04-02,Social,2020,4,996.705249448
2020-04-03,,2020,4,315857.977700028
2020-04-03,(Other),2020,4,5648.985440156
2020-04-03,Direct,2020,4,83563.582155648
2020-04-03,Display,2020,4,1397.861632004
2020-04-03,Email,2020,4,126.970273166
2020-04-03,Organic Search,2020,4,116419.403229194
2020-04-03,Paid Search,2020,4,23957.165634526
2020-04-03,Referral,2020,4,7242.253475098
2020-04-03,Social,2020,4,667.265434476
2020-04-04,,2020,4,329870.20567981
2020-04-04,(Other),2020,4,5827.952633988
2020-04-04,Direct,2020,4,71561.51964056
2020-04-04,Display,2020,4,1264.963528388
2020-04-04,Email,2020,4,36.532871114
2020-04-04,Organic Search,2020,4,114405.711087782
2020-04-04,Paid Search,2020,4,23127.370125634
2020-04-04,Referral,2020,4,6707.667387218
2020-04-04,Social,2020,4,1173.346414262
2020-04-05,,2020,4,329071.771577244
2020-04-05,(Other),2020,4,7522.32342508
2020-04-05,Direct,2020,4,69495.93020889
2020-04-05,Display,2020,4,1385.377212252
2020-04-05,Email,2020,4,32.848960136
2020-04-05,Organic Search,2020,4,118702.904634022
2020-04-05,Paid Search,2020,4,22828.933968184
2020-04-05,Referral,2020,4,6831.895293414
2020-04-05,Social,2020,4,1079.900133174
2020-04-06,,2020,4,348103.42900933
2020-04-06,(Other),2020,4,6718.546702556
2020-04-06,Direct,2020,4,75981.678629746
2020-04-06,Display,2020,4,1267.268429622
2020-04-06,Email,2020,4,257.07992123
2020-04-06,Organic Search,2020,4,122518.733258944
2020-04-06,Paid Search,2020,4,23089.469720596
2020-04-06,Referral,2020,4,7776.777034344
2020-04-06,Social,2020,4,993.642561668
2020-04-07,,2020,4,348801.0924852
2020-04-07,(Other),2020,4,6378.377344344
2020-04-07,Direct,2020,4,79725.031684818
2020-04-07,Display,2020,4,2025.226053106
2020-04-07,Email,2020,4,166.459948634
2020-04-07,Organic Search,2020,4,125861.78281024
2020-04-07,Paid Search,2020,4,25351.340617584
2020-04-07,Referral,2020,4,7525.069146352
2020-04-07,Social,2020,4,1272.392479422
2020-04-08,,2020,4,350534.704451846
2020-04-08,(Other),2020,4,7982.778664962
2020-04-08,Direct,2020,4,74746.202678222
2020-04-08,Display,2020,4,2191.371957436
2020-04-08,Email,2020,4,140.420652826
2020-04-08,Organic Search,2020,4,127297.955816178
2020-04-08,Paid Search,2020,4,24798.46492895
2020-04-08,Referral,2020,4,7685.524360922
2020-04-08,Social,2020,4,875.524970342
2020-04-09,,2020,4,351509.777660486
2020-04-09,(Other),2020,4,6632.579105854
2020-04-09,Direct,2020,4,79790.37726347
2020-04-09,Display,2020,4,1930.209131304
2020-04-09,Email,2020,4,234.01228744
2020-04-09,Organic Search,2020,4,122397.91866527
2020-04-09,Paid Search,2020,4,23747.07635615
2020-04-09,Referral,2020,4,7796.599757342
2020-04-09,Social,2020,4,896.79571443
2020-04-10,,2020,4,354133.251484396
2020-04-10,(Other),2020,4,5962.324717742
2020-04-10,Direct,2020,4,96576.766005046
2020-04-10,Display,2020,4,1740.448146066
2020-04-10,Email,2020,4,179.091269988
2020-04-10,Organic Search,2020,4,125784.048350942
2020-04-10,Paid Search,2020,4,22211.25226721
2020-04-10,Referral,2020,4,7652.669865994
2020-04-10,Social,2020,4,1137.255332596
2020-04-11,,2020,4,393513.55596791
2020-04-11,(Other),2020,4,5772.630610556
2020-04-11,Direct,2020,4,78529.932833494
2020-04-11,Display,2020,4,1407.912990362
2020-04-11,Email,2020,4,85.11822773
2020-04-11,Organic Search,2020,4,130272.993298258
2020-04-11,Paid Search,2020,4,23114.936893632
2020-04-11,Referral,2020,4,6771.504022772
2020-04-11,Social,2020,4,788.814225118
2020-04-12,,2020,4,387702.202292298
2020-04-12,(Other),2020,4,5547.830205266
2020-04-12,Direct,2020,4,83723.025294948
2020-04-12,Display,2020,4,1725.418089096
2020-04-12,Email,2020,4,118.062509006
2020-04-12,Organic Search,2020,4,130629.536736856
2020-04-12,Paid Search,2020,4,24952.773957852
2020-04-12,Referral,2020,4,8413.038880276
2020-04-12,Social,2020,4,2058.31734924
2020-04-13,,2020,4,367972.876145952
2020-04-13,(Other),2020,4,6469.60924244
2020-04-13,Direct,2020,4,85897.65082264
2020-04-13,Display,2020,4,1604.272374054
2020-04-13,Email,2020,4,259.658262084
2020-04-13,Organic Search,2020,4,130066.690600592
2020-04-13,Paid Search,2020,4,27893.720486634
2020-04-13,Referral,2020,4,8666.531864636
2020-04-13,Social,2020,4,1474.059169908
2020-04-14,,2020,4,348934.947766612
2020-04-14,(Other),2020,4,5811.100938934
2020-04-14,Direct,2020,4,80154.484868388
2020-04-14,Display,2020,4,1439.8005469
2020-04-14,Email,2020,4,140.50806882
2020-04-14,Organic Search,2020,4,126145.09671242
2020-04-14,Paid Search,2020,4,27212.783010496
2020-04-14,Referral,2020,4,7626.754968098
2020-04-14,Social,2020,4,1207.474996724
2020-04-15,,2020,4,337900.021909492
2020-04-15,(Other),2020,4,4951.147930528
2020-04-15,Direct,2020,4,86433.12881047
2020-04-15,Display,2020,4,1664.912314788
2020-04-15,Email,2020,4,77.475041686
2020-04-15,Organic Search,2020,4,129149.09253145
2020-04-15,Paid Search,2020,4,26705.323656834
2020-04-15,Referral,2020,4,9183.10066746
2020-04-15,Social,2020,4,992.570970342
2020-04-16,,2020,4,341487.385048118
2020-04-16,(Other),2020,4,4521.99296332
2020-04-16,Direct,2020,4,79037.104592642
2020-04-16,Display,2020,4,1487.940322164
2020-04-16,Email,2020,4,138.743548312
2020-04-16,Organic Search,2020,4,126489.640841578
2020-04-16,Paid Search,2020,4,29331.15071964
2020-04-16,Referral,2020,4,8831.357277398
2020-04-16,Social,2020,4,1410.692115526
2020-04-17,,2020,4,325131.70756164
2020-04-17,(Other),2020,4,5284.342401796
2020-04-17,Direct,2020,4,76106.339357226
2020-04-17,Display,2020,4,1338.420184196
2020-04-17,Email,2020,4,87.91871136
2020-04-17,Organic Search,2020,4,126191.157115424
2020-04-17,Paid Search,2020,4,32066.69946523
2020-04-17,Referral,2020,4,8920.594617022
2020-04-17,Social,2020,4,1532.701246034
2020-04-18,,2020,4,339573.576509324
2020-04-18,(Other),2020,4,4199.716717902
2020-04-18,Direct,2020,4,74419.333533448
2020-04-18,Display,2020,4,1072.019212612
2020-04-18,Email,2020,4,44.513032118
2020-04-18,Organic Search,2020,4,125359.21235772
2020-04-18,Paid Search,2020,4,33340.54568871
2020-04-18,Referral,2020,4,7872.144247708
2020-04-18,Social,2020,4,1504.99271073
2020-04-19,,2020,4,350709.476246868
2020-04-19,(Other),2020,4,4387.840860326
2020-04-19,Direct,2020,4,82464.663183484
2020-04-19,Display,2020,4,1341.46724169
2020-04-19,Email,2020,4,71.202582862
2020-04-19,Organic Search,2020,4,129606.528111912
2020-04-19,Paid Search,2020,4,34553.844268082
2020-04-19,Referral,2020,4,7757.434463198
2020-04-19,Social,2020,4,1423.443100838
2020-04-20,,2020,4,354160.879041944
2020-04-20,(Other),2020,4,4632.356112044
2020-04-20,Direct,2020,4,80657.764187896
2020-04-20,Display,2020,4,1459.433325278
2020-04-20,Email,2020,4,110.579325194
2020-04-20,Organic Search,2020,4,132347.119848864
2020-04-20,Paid Search,2020,4,35963.73492539
2020-04-20,Referral,2020,4,9636.280757278
2020-04-20,Social,2020,4,1337.090590754
2020-04-21,,2020,4,340090.572328896
2020-04-21,(Other),2020,4,5095.014161498
2020-04-21,Direct,2020,4,81747.594092304
2020-04-21,Display,2020,4,1384.323087338
2020-04-21,Email,2020,4,158.695972842
2020-04-21,Organic Search,2020,4,131175.469519118
2020-04-21,Paid Search,2020,4,35350.75898662
2020-04-21,Referral,2020,4,9091.00493563
2020-04-21,Social,2020,4,1182.763722942
2020-04-22,,2020,4,359149.337954036
2020-04-22,(Other),2020,4,4833.014402176
2020-04-22,Direct,2020,4,71745.215426626
2020-04-22,Display,2020,4,1276.100059788
2020-04-22,Email,2020,4,181.444635108
2020-04-22,Organic Search,2020,4,133826.161621628
2020-04-22,Paid Search,2020,4,36471.555996178
2020-04-22,Referral,2020,4,9943.954142862
2020-04-22,Social,2020,4,1278.054003126
2020-04-23,,2020,4,338790.014185028
2020-04-23,(Other),2020,4,4115.938448094
2020-04-23,Direct,2020,4,78186.247266222
2020-04-23,Display,2020,4,1215.713239014
2020-04-23,Email,2020,4,37.200369852
2020-04-23,Organic Search,2020,4,119839.88571965
2020-04-23,Paid Search,2020,4,32745.463367006
2020-04-23,Referral,2020,4,9402.763267062
2020-04-23,Social,2020,4,1324.827200886
2020-04-24,,2020,4,339767.009571024
2020-04-24,(Other),2020,4,4822.49268811
2020-04-24,Direct,2020,4,71775.669019884
2020-04-24,Display,2020,4,1229.848890064
2020-04-24,Email,2020,4,163.07194831
2020-04-24,Organic Search,2020,4,124796.0191722
2020-04-24,Paid Search,2020,4,32780.162738906
2020-04-24,Referral,2020,4,8044.57362872
2020-04-24,Social,2020,4,1271.600265022
2020-04-25,,2020,4,344393.568297544
2020-04-25,(Other),2020,4,5083.985765848
2020-04-25,Direct,2020,4,71731.122248554
2020-04-25,Display,2020,4,987.743125884
2020-04-25,Email,2020,4,218.42816969
2020-04-25,Organic Search,2020,4,121271.88363744
2020-04-25,Paid Search,2020,4,34451.18701821
2020-04-25,Referral,2020,4,8422.146656482
2020-04-25,Social,2020,4,1100.281473676
2020-04-26,,2020,4,356876.137465964
2020-04-26,(Other),2020,4,4868.035293392
2020-04-26,Direct,2020,4,75901.61731704
2020-04-26,Display,2020,4,1312.393921026
2020-04-26,Email,2020,4,33.168090772
2020-04-26,Organic Search,2020,4,129263.035173904
2020-04-26,Paid Search,2020,4,33866.08849731
2020-04-26,Referral,2020,4,7148.94122092
2020-04-26,Social,2020,4,1239.002532838
2020-04-27,,2020,4,347235.890690384
2020-04-27,(Other),2020,4,4628.815131652
2020-04-27,Direct,2020,4,73757.239858444
2020-04-27,Display,2020,4,1352.688480608
2020-04-27,Email,2020,4,149.46618021
2020-04-27,Organic Search,2020,4,132000.121609902
2020-04-27,Paid Search,2020,4,32648.415220226
2020-04-27,Referral,2020,4,9144.71453645
2020-04-27,Social,2020,4,1330.905368758
2020-04-28,,2020,4,359256.878781626
2020-04-28,(Other),2020,4,5793.403556452
2020-04-28,Direct,2020,4,78385.739984902
2020-04-28,Display,2020,4,1179.142173992
2020-04-28,Email,2020,4,114.519977814
2020-04-28,Organic Search,2020,4,131434.449628838
2020-04-28,Paid Search,2020,4,34591.456483882
2020-04-28,Referral,2020,4,9369.628926294
2020-04-28,Social,2020,4,1137.24360499
2020-04-29,,2020,4,358081.629796384
2020-04-29,(Other),2020,4,5731.954072694
2020-04-29,Direct,2020,4,89793.106074362
2020-04-29,Display,2020,4,1344.101633762
2020-04-29,Email,2020,4,33.413540236
2020-04-29,Organic Search,2020,4,131238.232304534
2020-04-29,Paid Search,2020,4,30194.214860884
2020-04-29,Referral,2020,4,9061.368480984
2020-04-29,Social,2020,4,1234.030174102
2020-04-30,,2020,4,368665.649589516
2020-04-30,(Other),2020,4,5727.90466949
2020-04-30,Direct,2020,4,91646.135735402
2020-04-30,Display,2020,4,1387.614282064
2020-04-30,Email,2020,4,112.058649888
2020-04-30,Organic Search,2020,4,134716.3741933
2020-04-30,Paid Search,2020,4,18109.833222802
2020-04-30,Referral,2020,4,9660.513248886
2020-04-30,Social,2020,4,1190.41077793
2020-05-01,,2020,5,398642.47560258
2020-05-01,(Other),2020,5,6360.589649544
2020-05-01,Direct,2020,5,89626.605769214
2020-05-01,Display,2020,5,1347.555897828
2020-05-01,Email,2020,5,138.977007576
2020-05-01,Organic Search,2020,5,139094.167491246
2020-05-01,Paid Search,2020,5,23228.381977488
2020-05-01,Referral,2020,5,10112.429138154
2020-05-01,Social,2020,5,1403.003478918
2020-05-02,,2020,5,419730.815544392
2020-05-02,(Other),2020,5,7335.947565808
2020-05-02,Direct,2020,5,92395.582932864
2020-05-02,Display,2020,5,1480.789433504
2020-05-02,Email,2020,5,59.187897286
2020-05-02,Organic Search,2020,5,143876.412332966
2020-05-02,Paid Search,2020,5,26669.356201082
2020-05-02,Referral,2020,5,11056.375562966
2020-05-02,Social,2020,5,1878.7983476
2020-05-03,,2020,5,425596.187564454
2020-05-03,(Other),2020,5,7014.005210956
2020-05-03,Direct,2020,5,94936.825566358
2020-05-03,Display,2020,5,1370.200593122
2020-05-03,Email,2020,5,30.286005262
2020-05-03,Organic Search,2020,5,146202.572470748
2020-05-03,Paid Search,2020,5,25550.663491082
2020-05-03,Referral,2020,5,9979.370254486
2020-05-03,Social,2020,5,962.44455869
2020-05-04,,2020,5,424161.603501206
2020-05-04,(Other),2020,5,8095.38395525
2020-05-04,Direct,2020,5,93958.722996714
2020-05-04,Display,2020,5,1622.101212778
2020-05-04,Email,2020,5,77.694728368
2020-05-04,Organic Search,2020,5,165031.900092454
2020-05-04,Paid Search,2020,5,43958.691517564
2020-05-04,Referral,2020,5,12881.695582966
2020-05-04,Social,2020,5,1444.30339382
2020-05-05,,2020,5,443162.601392196
2020-05-05,(Other),2020,5,9509.098654294
2020-05-05,Direct,2020,5,99334.737515234
2020-05-05,Display,2020,5,1660.899013902
2020-05-05,Email,2020,5,111.09926786
2020-05-05,Organic Search,2020,5,171280.194137662
2020-05-05,Paid Search,2020,5,53055.741251072
2020-05-05,Referral,2020,5,13979.483528288
2020-05-05,Social,2020,5,2059.924724116
2020-05-06,,2020,5,433056.632337324
2020-05-06,(Other),2020,5,7993.028677836
2020-05-06,Direct,2020,5,106458.830617844
2020-05-06,Display,2020,5,1723.963004286
2020-05-06,Email,2020,5,109.109982708
2020-05-06,Organic Search,2020,5,175085.6164138
2020-05-06,Paid Search,2020,5,54141.032240624
2020-05-06,Referral,2020,5,13045.672028358
2020-05-06,Social,2020,5,1883.986303372
2020-05-07,,2020,5,458759.59099636
2020-05-07,(Other),2020,5,9250.931423936
2020-05-07,Direct,2020,5,102915.073618764
2020-05-07,Display,2020,5,1504.05827145
2020-05-07,Email,2020,5,74.45735588
2020-05-07,Organic Search,2020,5,176579.05992044
2020-05-07,Paid Search,2020,5,55152.646882574
2020-05-07,Referral,2020,5,14565.974945528
2020-05-07,Social,2020,5,1861.36390811
2020-05-08,,2020,5,467485.04904612
2020-05-08,(Other),2020,5,9658.107802338
