date,vertical,year,month,sumOfLeads,ad_id
2019-01-30,Auto,2019,1,293236.16314182,36805
2019-01-30,Generalist,2019,1,329907.875410582,39663
2019-01-30,Jobs,2019,1,65871.413040528,3566
2019-01-30,Property,2019,1,228123.13319866,29014
2019-01-30,Services,2019,1,18157.446267528,2637
2019-01-31,,2019,1,2,1
2019-01-31,Auto,2019,1,300362.2850671,36375
2019-01-31,Generalist,2019,1,337691.581148066,39945
2019-01-31,Jobs,2019,1,59959.593340494,3343
2019-01-31,Property,2019,1,205609.583444012,26993
2019-01-31,Services,2019,1,17314.069055786,2479
2019-02-01,Auto,2019,2,269681.596616152,33563
2019-02-01,Generalist,2019,2,332778.7290315,38712
2019-02-01,Jobs,2019,2,45152.487441714,3033
2019-02-01,Property,2019,2,177838.643980598,23448
2019-02-01,Services,2019,2,16283.635077172,2384
2019-02-02,,2019,2,4,1
2019-02-02,Auto,2019,2,262269.957739074,32695
2019-02-02,Generalist,2019,2,320991.497128616,37780
2019-02-02,Jobs,2019,2,32733.624429834,2590
2019-02-02,Property,2019,2,152360.935973868,20765
2019-02-02,Services,2019,2,17537.676015098,2416
2019-02-03,Auto,2019,2,249927.960839208,30534
2019-02-03,Generalist,2019,2,307317.567906226,36589
2019-02-03,Jobs,2019,2,28787.51233671,2407
2019-02-03,Property,2019,2,154440.906045556,21082
2019-02-03,Services,2019,2,16566.734022932,2292
2019-02-04,,2019,2,4,1
2019-02-04,Auto,2019,2,249403.905134194,30469
2019-02-04,Generalist,2019,2,311008.16504826,36909
2019-02-04,Jobs,2019,2,40353.956348958,2803
2019-02-04,Property,2019,2,157176.839094072,21256
2019-02-04,Services,2019,2,20450.71998264,2810
2019-02-05,,2019,2,10,1
2019-02-05,Auto,2019,2,210359.350029862,26464
2019-02-05,Generalist,2019,2,297889.866124688,35211
2019-02-05,Jobs,2019,2,29573.795379474,2399
2019-02-05,Property,2019,2,139286.913898458,19273
2019-02-05,Services,2019,2,20176.858234302,2473
2019-02-06,,2019,2,12,1
2019-02-06,Auto,2019,2,236557.004329896,28515
2019-02-06,Generalist,2019,2,326428.024795612,37084
2019-02-06,Jobs,2019,2,35085.125118474,2528
2019-02-06,Property,2019,2,158446.660438856,21356
2019-02-06,Services,2019,2,13486.169385228,1959
2019-02-07,,2019,2,10,1
2019-02-07,Auto,2019,2,293805.536155676,34617
2019-02-07,Generalist,2019,2,346550.131469776,39771
2019-02-07,Jobs,2019,2,60227.811387792,3275
2019-02-07,Property,2019,2,206115.557220466,26254
2019-02-07,Services,2019,2,16008.899049678,2358
2019-02-08,,2019,2,8,1
2019-02-08,Auto,2019,2,286595.152518426,34594
2019-02-08,Generalist,2019,2,331900.1975465,38693
2019-02-08,Jobs,2019,2,56502.152484228,3155
2019-02-08,Property,2019,2,209086.161457832,26855
2019-02-08,Services,2019,2,14269.113107224,2197
2019-02-09,,2019,2,20,1
2019-02-09,Auto,2019,2,281292.398685872,34385
2019-02-09,Generalist,2019,2,319626.416716364,37434
2019-02-09,Jobs,2019,2,40192.290676614,2697
2019-02-09,Property,2019,2,196616.011585828,25682
2019-02-09,Services,2019,2,11442.407698186,1824
2019-02-10,,2019,2,10,1
2019-02-10,Auto,2019,2,267817.638691474,32897
2019-02-10,Generalist,2019,2,306864.838033704,36800
2019-02-10,Jobs,2019,2,43469.694761406,2731
2019-02-10,Property,2019,2,208639.427245566,27064
2019-02-10,Services,2019,2,11418.353695796,1779
2019-02-11,,2019,2,12,1
2019-02-11,Auto,2019,2,326639.08206935,39300
2019-02-11,Generalist,2019,2,324841.135223234,39355
2019-02-11,Jobs,2019,2,87714.649906098,3670
2019-02-11,Property,2019,2,267898.420206312,33152
2019-02-11,Services,2019,2,15052.827850216,2380
2019-02-12,,2019,2,6,1
2019-02-12,Auto,2019,2,314693.48324889,38403
2019-02-12,Generalist,2019,2,296697.964457956,37028
2019-02-12,Jobs,2019,2,84040.430080098,3625
2019-02-12,Property,2019,2,267708.73317575,33119
2019-02-12,Services,2019,2,14714.864622602,2339
2019-02-13,,2019,2,2,1
2019-02-13,Auto,2019,2,310899.262169684,37574
2019-02-13,Generalist,2019,2,309969.579962794,37991
2019-02-13,Jobs,2019,2,79157.391931344,3537
2019-02-13,Property,2019,2,249413.835526442,31610
2019-02-13,Services,2019,2,15612.35686757,2492
2019-02-14,Auto,2019,2,310945.20928747,37513
2019-02-14,Generalist,2019,2,316187.692661178,37782
2019-02-14,Jobs,2019,2,74013.484174944,3491
2019-02-14,Property,2019,2,247678.096409986,30881
2019-02-14,Services,2019,2,15434.502924926,2452
2019-02-15,Auto,2019,2,298302.414398704,36137
2019-02-15,Generalist,2019,2,297896.694424566,35976
2019-02-15,Jobs,2019,2,64287.824295522,3417
2019-02-15,Property,2019,2,232696.623371848,29979
2019-02-15,Services,2019,2,14228.005778404,2272
2019-02-16,Auto,2019,2,293739.147212518,36234
2019-02-16,Generalist,2019,2,299178.737510456,36033
2019-02-16,Jobs,2019,2,44605.02868764,2831
2019-02-16,Property,2019,2,208753.489062644,27376
2019-02-16,Services,2019,2,11031.803328614,1746
2019-02-17,Auto,2019,2,275606.792841992,34099
2019-02-17,Generalist,2019,2,296477.425440842,35490
2019-02-17,Jobs,2019,2,44976.124890066,2874
2019-02-17,Property,2019,2,225515.162459876,29053
2019-02-17,Services,2019,2,11011.896098626,1737
2019-02-18,Auto,2019,2,320683.778016498,38246
2019-02-18,Generalist,2019,2,321284.991333336,38571
2019-02-18,Jobs,2019,2,84907.545959034,3727
2019-02-18,Property,2019,2,303582.899986506,36630
2019-02-18,Services,2019,2,15482.888467998,2384
2019-02-19,Auto,2019,2,319219.623293106,38274
2019-02-19,Generalist,2019,2,295845.638340808,36170
2019-02-19,Jobs,2019,2,82434.796016136,3698
2019-02-19,Property,2019,2,288400.118766584,35109
2019-02-19,Services,2019,2,15510.889297442,2378
2019-02-20,Auto,2019,2,308154.369573738,37851
2019-02-20,Generalist,2019,2,279533.932461164,34967
2019-02-20,Jobs,2019,2,76706.687307402,3603
2019-02-20,Property,2019,2,270296.966358266,33923
2019-02-20,Services,2019,2,16071.121373218,2472
2019-02-21,Auto,2019,2,315637.091463236,38258
2019-02-21,Generalist,2019,2,275396.08531996,35018
2019-02-21,Jobs,2019,2,73914.280239642,3530
2019-02-21,Property,2019,2,267480.141993998,33906
2019-02-21,Services,2019,2,14776.382471736,2325
2019-02-22,,2019,2,2,1
2019-02-22,Auto,2019,2,289299.618161182,36566
2019-02-22,Generalist,2019,2,275672.961490162,34406
2019-02-22,Jobs,2019,2,65496.642618276,3285
2019-02-22,Property,2019,2,239388.44825392,30796
2019-02-22,Services,2019,2,14306.047559082,2244
2019-02-23,Auto,2019,2,281972.25222179,35460
2019-02-23,Generalist,2019,2,278563.906777184,34078
2019-02-23,Jobs,2019,2,40552.364219562,2724
2019-02-23,Property,2019,2,209238.414962342,27566
2019-02-23,Services,2019,2,12254.980277858,1861
2019-02-24,Auto,2019,2,265103.841615106,33616
2019-02-24,Generalist,2019,2,288161.186934046,35176
2019-02-24,Jobs,2019,2,43293.332209758,2776
2019-02-24,Property,2019,2,219100.76030999,28272
2019-02-24,Services,2019,2,11578.047611248,1822
2019-02-25,Auto,2019,2,311741.321084926,38503
2019-02-25,Generalist,2019,2,309219.413827138,37517
2019-02-25,Jobs,2019,2,80006.13671115,3654
2019-02-25,Property,2019,2,293889.58929966,36001
2019-02-25,Services,2019,2,16638.991235194,2569
2019-02-26,Auto,2019,2,306344.929260976,37833
2019-02-26,Generalist,2019,2,296002.333663068,36805
2019-02-26,Jobs,2019,2,74399.277256674,3644
2019-02-26,Property,2019,2,283566.884865298,34978
2019-02-26,Services,2019,2,16921.47654044,2624
2019-02-27,Auto,2019,2,301342.782502082,37128
2019-02-27,Generalist,2019,2,291784.32074835,36309
2019-02-27,Jobs,2019,2,68814.463121154,3504
2019-02-27,Property,2019,2,266732.961558934,33417
2019-02-27,Services,2019,2,16398.992492894,2491
2019-02-28,Auto,2019,2,294875.2367222,36926
2019-02-28,Generalist,2019,2,300585.294278564,36504
2019-02-28,Jobs,2019,2,66242.509242954,3420
2019-02-28,Property,2019,2,255309.137189848,32545
2019-02-28,Services,2019,2,14443.69146719,2183
2019-03-01,Auto,2019,3,292643.332027722,35874
2019-03-01,Generalist,2019,3,294840.099565104,35068
2019-03-01,Jobs,2019,3,59360.695508856,3258
2019-03-01,Property,2019,3,235619.092007654,30389
2019-03-01,Services,2019,3,14737.211261802,2216
2019-03-02,Auto,2019,3,275406.536645352,35061
2019-03-02,Generalist,2019,3,287254.301586768,34666
2019-03-02,Jobs,2019,3,38763.0191643,2785
2019-03-02,Property,2019,3,210270.17940121,27806
2019-03-02,Services,2019,3,13079.197972582,2011
2019-03-03,Auto,2019,3,257357.341601234,32792
2019-03-03,Generalist,2019,3,276616.495400564,33953
2019-03-03,Jobs,2019,3,37513.78442346,2748
2019-03-03,Property,2019,3,214245.813362512,28182
2019-03-03,Services,2019,3,11670.270374806,1843
2019-03-04,Auto,2019,3,301269.217992504,38044
2019-03-04,Generalist,2019,3,287942.714265854,35886
2019-03-04,Jobs,2019,3,75795.480790554,3670
2019-03-04,Property,2019,3,275114.859814594,34767
2019-03-04,Services,2019,3,15952.63123917,2466
2019-03-05,Auto,2019,3,300739.749783406,37592
2019-03-05,Generalist,2019,3,290036.232131696,35632
2019-03-05,Jobs,2019,3,75145.143881352,3640
2019-03-05,Property,2019,3,259724.935850454,33083
2019-03-05,Services,2019,3,14509.461877256,2210
2019-03-06,Auto,2019,3,292981.400271246,36664
2019-03-06,Generalist,2019,3,287476.545863504,35202
2019-03-06,Jobs,2019,3,72308.64617568,3563
2019-03-06,Property,2019,3,262751.325309434,33893
2019-03-06,Services,2019,3,14709.198018182,2338
2019-03-07,,2019,3,8,1
2019-03-07,Auto,2019,3,302885.38130445,37569
2019-03-07,Generalist,2019,3,289523.766573808,35856
2019-03-07,Jobs,2019,3,71382.742779528,3611
2019-03-07,Property,2019,3,258893.39779967,33538
2019-03-07,Services,2019,3,15087.162460538,2316
2019-03-08,,2019,3,2,1
2019-03-08,Auto,2019,3,279405.194308572,35479
2019-03-08,Generalist,2019,3,279524.357883422,33966
2019-03-08,Jobs,2019,3,58254.75534123,3345
2019-03-08,Property,2019,3,229367.728415302,31172
2019-03-08,Services,2019,3,14493.96090125,2288
2019-03-09,Auto,2019,3,269560.746398928,34614
2019-03-09,Generalist,2019,3,273520.157569558,33847
2019-03-09,Jobs,2019,3,39442.74983211,2776
2019-03-09,Property,2019,3,202832.579624182,28221
2019-03-09,Services,2019,3,12990.930746486,2000
2019-03-10,Auto,2019,3,263348.51947718,33385
2019-03-10,Generalist,2019,3,265452.862807882,33382
2019-03-10,Jobs,2019,3,41360.692581282,2952
2019-03-10,Property,2019,3,215330.104589174,29112
2019-03-10,Services,2019,3,12312.777153052,1869
2019-03-11,,2019,3,8,1
2019-03-11,Auto,2019,3,302046.74150022,38098
2019-03-11,Generalist,2019,3,274283.978845514,34439
2019-03-11,Jobs,2019,3,75692.602635426,3663
2019-03-11,Property,2019,3,281473.351425402,35389
2019-03-11,Services,2019,3,16234.821285498,2536
2019-03-12,,2019,3,8,1
2019-03-12,Auto,2019,3,300522.486544932,37417
2019-03-12,Generalist,2019,3,270017.353637176,33508
2019-03-12,Jobs,2019,3,73377.844145046,3650
2019-03-12,Property,2019,3,272246.990080586,35017
2019-03-12,Services,2019,3,16035.06777656,2519
2019-03-13,,2019,3,2,1
2019-03-13,Auto,2019,3,289039.904191564,36408
2019-03-13,Generalist,2019,3,261780.277715602,32433
2019-03-13,Jobs,2019,3,73590.948894954,3709
2019-03-13,Property,2019,3,262538.735663562,34295
2019-03-13,Services,2019,3,15145.38421278,2365
2019-03-14,,2019,3,2,1
2019-03-14,Auto,2019,3,288273.00548959,36322
2019-03-14,Generalist,2019,3,248073.870610862,31599
2019-03-14,Jobs,2019,3,68766.698263416,3587
2019-03-14,Property,2019,3,252941.676915944,32351
2019-03-14,Services,2019,3,14332.270191422,2248
2019-03-15,Auto,2019,3,259838.106459514,33873
2019-03-15,Generalist,2019,3,245044.78847008,31780
2019-03-15,Jobs,2019,3,57655.857509592,3360
2019-03-15,Property,2019,3,220307.008944128,29973
2019-03-15,Services,2019,3,14535.29409105,2263
2019-03-16,Auto,2019,3,256980.686194194,33412
2019-03-16,Generalist,2019,3,233368.271488142,30007
2019-03-16,Jobs,2019,3,39236.993521854,2822
2019-03-16,Property,2019,3,200943.969794692,27114
2019-03-16,Services,2019,3,13118.559581084,2101
2019-03-17,,2019,3,2,1
2019-03-17,Auto,2019,3,261350.858028374,32648
2019-03-17,Generalist,2019,3,239654.627266728,31423
2019-03-17,Jobs,2019,3,39755.05851732,2833
2019-03-17,Property,2019,3,222837.086054896,29316
2019-03-17,Services,2019,3,13413.937060602,2111
2019-03-18,Auto,2019,3,299985.22463599,37616
2019-03-18,Generalist,2019,3,253000.194753148,32168
2019-03-18,Jobs,2019,3,77022.670212438,3755
2019-03-18,Property,2019,3,289814.529992062,36254
2019-03-18,Services,2019,3,16835.830837174,2587
2019-03-19,Auto,2019,3,301136.64518809,37316
2019-03-19,Generalist,2019,3,259009.466964834,32610
2019-03-19,Jobs,2019,3,72562.167343674,3665
2019-03-19,Property,2019,3,282792.687861862,35760
2019-03-19,Services,2019,3,17154.978715344,2571
2019-03-20,Auto,2019,3,290588.448553126,36293
2019-03-20,Generalist,2019,3,258803.723145152,32284
2019-03-20,Jobs,2019,3,70269.45417225,3668
2019-03-20,Property,2019,3,271105.260374748,34694
2019-03-20,Services,2019,3,17647.008839474,2617
2019-03-21,,2019,3,12,1
2019-03-21,Auto,2019,3,283671.573145526,35926
2019-03-21,Generalist,2019,3,258824.078297246,32371
2019-03-21,Jobs,2019,3,64614.829860036,3584
2019-03-21,Property,2019,3,259435.011958248,34398
2019-03-21,Services,2019,3,16430.150607926,2512
2019-03-22,,2019,3,2,1
2019-03-22,Auto,2019,3,264465.983744524,34446
2019-03-22,Generalist,2019,3,236866.113662846,30341
2019-03-22,Jobs,2019,3,53922.850166376,3285
2019-03-22,Property,2019,3,224033.907495404,30388
2019-03-22,Services,2019,3,17690.600216472,2576
2019-03-23,,2019,3,4,1
2019-03-23,Auto,2019,3,251615.39593126,32825
2019-03-23,Generalist,2019,3,236016.17797166,29357
2019-03-23,Jobs,2019,3,35823.6433035,2835
2019-03-23,Property,2019,3,186975.75249053,26170
2019-03-23,Services,2019,3,16409.368229126,2327
2019-03-24,Auto,2019,3,237427.494868048,30605
2019-03-24,Generalist,2019,3,245460.17912415,30394
2019-03-24,Jobs,2019,3,34522.969485096,2752
2019-03-24,Property,2019,3,201985.316107014,27690
2019-03-24,Services,2019,3,13492.172149192,2058
2019-03-25,Auto,2019,3,278815.938978522,35582
2019-03-25,Generalist,2019,3,266831.850961242,32997
2019-03-25,Jobs,2019,3,65452.551980364,3646
2019-03-25,Property,2019,3,266027.242415092,34237
2019-03-25,Services,2019,3,18994.126886836,2746
2019-03-26,,2019,3,8,1
2019-03-26,Auto,2019,3,276506.497156216,35630
2019-03-26,Generalist,2019,3,270998.121710656,33411
2019-03-26,Jobs,2019,3,63861.614795706,3601
2019-03-26,Property,2019,3,269070.251199218,34184
2019-03-26,Services,2019,3,18270.283830162,2723
2019-03-27,,2019,3,2,1
2019-03-27,Auto,2019,3,282411.724932102,36114
2019-03-27,Generalist,2019,3,267975.541676196,33079
2019-03-27,Jobs,2019,3,63328.852920936,3664
2019-03-27,Property,2019,3,255600.413128908,33318
2019-03-27,Services,2019,3,17198.47716043,2578
2019-03-28,,2019,3,10,1
2019-03-28,Auto,2019,3,282640.265919912,35868
2019-03-28,Generalist,2019,3,272959.198872466,33769
2019-03-28,Jobs,2019,3,61466.023469154,3538
2019-03-28,Property,2019,3,246950.263509886,32062
2019-03-28,Services,2019,3,17043.107769792,2560
2019-03-29,,2019,3,6,2
2019-03-29,Auto,2019,3,264463.805355012,34355
2019-03-29,Generalist,2019,3,269836.934435504,33171
2019-03-29,Jobs,2019,3,50557.26480576,3335
2019-03-29,Property,2019,3,224762.522450936,29596
2019-03-29,Services,2019,3,16316.367499712,2347
2019-03-30,Auto,2019,3,240330.1998123,31821
2019-03-30,Generalist,2019,3,251482.137768254,30716
2019-03-30,Jobs,2019,3,34732.400015178,2815
2019-03-30,Property,2019,3,196266.856761438,26251
2019-03-30,Services,2019,3,11701.309316888,1765
2019-03-31,,2019,3,6,1
2019-03-31,Auto,2019,3,247083.641537512,32173
2019-03-31,Generalist,2019,3,261310.069131288,31897
2019-03-31,Jobs,2019,3,37484.390664852,2965
2019-03-31,Property,2019,3,205537.921739184,26928
2019-03-31,Services,2019,3,11481.166958936,1761
2019-04-01,Auto,2019,4,288927.96651836,36442
2019-04-01,Generalist,2019,4,276478.795773556,33872
2019-04-01,Jobs,2019,4,71544.408451872,3792
2019-04-01,Property,2019,4,269425.422427856,33805
2019-04-01,Services,2019,4,14508.293029016,2286
2019-04-02,Auto,2019,4,289124.253523198,36692
2019-04-02,Generalist,2019,4,278779.384191382,34980
2019-04-02,Jobs,2019,4,70600.13395659,3830
2019-04-02,Property,2019,4,281741.974208952,35172
2019-04-02,Services,2019,4,14998.442798572,2314
2019-04-03,Auto,2019,4,287737.057902822,36237
2019-04-03,Generalist,2019,4,274360.476720658,34539
2019-04-03,Jobs,2019,4,67521.137742402,3760
2019-04-03,Property,2019,4,262352.0570528,33697
2019-04-03,Services,2019,4,13869.913200056,2191
2019-04-04,Auto,2019,4,282092.28877379,35568
2019-04-04,Generalist,2019,4,274957.196540736,33800
2019-04-04,Jobs,2019,4,63361.92089937,3795
2019-04-04,Property,2019,4,252547.617792328,32726
2019-04-04,Services,2019,4,14423.724993114,2212
2019-04-05,Auto,2019,4,270639.426333174,35164
2019-04-05,Generalist,2019,4,255098.990430066,32319
2019-04-05,Jobs,2019,4,56127.382061976,3514
2019-04-05,Property,2019,4,229270.681421082,30932
2019-04-05,Services,2019,4,13241.282549872,2056
2019-04-06,Auto,2019,4,258940.496161702,33544
2019-04-06,Generalist,2019,4,255770.584091916,31232
2019-04-06,Jobs,2019,4,35125.54153656,2871
2019-04-06,Property,2019,4,197417.127002496,27322
2019-04-06,Services,2019,4,11068.401460176,1714
2019-04-07,Auto,2019,4,250607.786418132,32285
2019-04-07,Generalist,2019,4,261296.670070682,31726
2019-04-07,Jobs,2019,4,37568.89772085,2861
2019-04-07,Property,2019,4,208843.183531156,28435
2019-04-07,Services,2019,4,10856.364335166,1764
2019-04-08,Auto,2019,4,297139.45258576,36948
2019-04-08,Generalist,2019,4,268666.614927298,33112
2019-04-08,Jobs,2019,4,70669.944133284,3877
2019-04-08,Property,2019,4,275195.825125768,34649
2019-04-08,Services,2019,4,13580.359181396,2090
2019-04-09,Auto,2019,4,297281.15060282,36857
2019-04-09,Generalist,2019,4,263851.714294668,32854
2019-04-09,Jobs,2019,4,69479.49690966,3882
2019-04-09,Property,2019,4,267110.948168152,34187
2019-04-09,Services,2019,4,14672.465871042,2349
2019-04-10,Auto,2019,4,287224.964512658,36562
2019-04-10,Generalist,2019,4,251051.442660042,32135
2019-04-10,Jobs,2019,4,69644.83680183,3880
2019-04-10,Property,2019,4,268712.214196316,34594
2019-04-10,Services,2019,4,13822.891665142,2189
2019-04-11,Auto,2019,4,285358.21325082,36225
2019-04-11,Generalist,2019,4,252299.854558996,32691
2019-04-11,Jobs,2019,4,63868.963235358,3856
2019-04-11,Property,2019,4,255264.158197436,33161
2019-04-11,Services,2019,4,13952.742516954,2174
2019-04-12,Auto,2019,4,276326.58421425,35144
2019-04-12,Generalist,2019,4,248842.162200552,32157
2019-04-12,Jobs,2019,4,56215.5633378,3591
2019-04-12,Property,2019,4,227130.660933108,30830
2019-04-12,Services,2019,4,14289.400036474,2248
2019-04-13,Auto,2019,4,258688.56416658,33472
